var_scaling_factor,var_name,var_min,var_max,var_isnan,var_isinf
1024,alpha,1.500000,1.500000,0,0
1024,beta,1.200000,1.200000,0,0
1024,A,0.000000,972.799988,0,0
1024,u1,0.000000,972.799988,0,0
1024,v1,12.800000,256.000000,0,0
1024,u2,25.600000,512.000000,0,0
1024,v2,8.533334,170.666672,0,0
1024,w,0.000000,0.000000,0,0
1024,x,0.000000,0.000000,0,0
1024,y,6.400000,128.000000,0,0
1024,z,5.688889,113.777779,0,0
1024,alpha,1.500000,1.500000,0,0
1024,beta,1.200000,1.200000,0,0
1024,A,218.453354,336469.343750,0,0
1024,u1,0.000000,972.799988,0,0
1024,v1,12.800000,256.000000,0,0
1024,u2,25.600000,512.000000,0,0
1024,v2,8.533334,170.666672,0,0
1024,w,17167892348928.000000,1324064060735488.000000,0,0
1024,x,18203286.000000,364663392.000000,0,0
1024,y,6.400000,128.000000,0,0
1024,z,5.688889,113.777779,0,0
