var_scaling_factor,var_name,var_min,var_max,var_isnan,var_isinf
1024,E,0.000000,0.000000,0,0
1024,A,0.000000,170.666672,0,0
1024,B,0.000000,179.199997,0,0
1024,F,0.000000,0.000000,0,0
1024,C,0.000000,187.733337,0,0
1024,D,0.000000,184.320007,0,0
1024,G,0.000000,0.000000,0,0
1024,E,17476.267578,113595.742188,0,0
1024,A,0.000000,170.666672,0,0
1024,B,0.000000,179.199997,0,0
1024,F,0.000000,134217.734375,0,0
1024,C,0.000000,187.733337,0,0
1024,D,0.000000,184.320007,0,0
1024,G,8617729024.000000,59685158912.000000,0,0
